"REF_DATE","GEO","DGUID","Age group","Type of institution attended","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021/2022","Ontario","2021A000235","25 to 29 years","College","Percent","239","units","0","v99915526","7.3.3","55","B","","","0"
"2021/2022","Ontario","2021A000235","25 to 29 years","University","Percent","239","units","0","v99915527","7.3.4","58","B","","","0"
"2021/2022","Manitoba","2021A000246","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915528","8.1.1","37","B","","","0"
"2021/2022","Manitoba","2021A000246","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915529","8.1.2","31","B","","","0"
"2021/2022","Manitoba","2021A000246","15 to 19 years","College","Percent","239","units","0","v99915530","8.1.3","50","B","","","0"
"2021/2022","Manitoba","2021A000246","15 to 19 years","University","Percent","239","units","0","v99915531","8.1.4","59","B","","","0"
"2021/2022","Manitoba","2021A000246","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915532","8.2.1","58","A","","","0"
"2021/2022","Manitoba","2021A000246","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915533","8.2.2","","x","","","0"
"2021/2022","Manitoba","2021A000246","20 to 24 years","College","Percent","239","units","0","v99915534","8.2.3","54","B","","","0"
"2021/2022","Manitoba","2021A000246","20 to 24 years","University","Percent","239","units","0","v99915535","8.2.4","60","A","","","0"
"2021/2022","Manitoba","2021A000246","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915536","8.3.1","60","B","","","0"
"2021/2022","Manitoba","2021A000246","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915537","8.3.2","","x","","","0"
"2021/2022","Manitoba","2021A000246","25 to 29 years","College","Percent","239","units","0","v99915538","8.3.3","65","B","","","0"
"2021/2022","Manitoba","2021A000246","25 to 29 years","University","Percent","239","units","0","v99915539","8.3.4","58","B","","","0"
"2021/2022","Saskatchewan","2021A000247","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915540","9.1.1","38","B","","","0"
"2021/2022","Saskatchewan","2021A000247","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915541","9.1.2","37","B","","","0"
"2021/2022","Saskatchewan","2021A000247","15 to 19 years","College","Percent","239","units","0","v99915542","9.1.3","","x","","","0"
"2021/2022","Saskatchewan","2021A000247","15 to 19 years","University","Percent","239","units","0","v99915543","9.1.4","55","B","","","0"
"2021/2022","Saskatchewan","2021A000247","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915544","9.2.1","52","B","","","0"
"2021/2022","Saskatchewan","2021A000247","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915545","9.2.2","","x","","","0"
"2021/2022","Saskatchewan","2021A000247","20 to 24 years","College","Percent","239","units","0","v99915546","9.2.3","50","C","","","0"
"2021/2022","Saskatchewan","2021A000247","20 to 24 years","University","Percent","239","units","0","v99915547","9.2.4","54","B","","","0"
"2021/2022","Saskatchewan","2021A000247","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915548","9.3.1","61","B","","","0"
"2021/2022","Saskatchewan","2021A000247","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915549","9.3.2","","x","","","0"
"2021/2022","Saskatchewan","2021A000247","25 to 29 years","College","Percent","239","units","0","v99915550","9.3.3","65","B","","","0"
"2021/2022","Saskatchewan","2021A000247","25 to 29 years","University","Percent","239","units","0","v99915551","9.3.4","58","B","","","0"
"2021/2022","Alberta","2021A000248","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915552","10.1.1","35","A","","","0"
"2021/2022","Alberta","2021A000248","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915553","10.1.2","30","B","","","0"
"2021/2022","Alberta","2021A000248","15 to 19 years","College","Percent","239","units","0","v99915554","10.1.3","66","B","","","0"
"2021/2022","Alberta","2021A000248","15 to 19 years","University","Percent","239","units","0","v99915555","10.1.4","49","B","","","0"
"2021/2022","Alberta","2021A000248","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915556","10.2.1","53","B","","","0"
"2021/2022","Alberta","2021A000248","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915557","10.2.2","","x","","","0"
"2021/2022","Alberta","2021A000248","20 to 24 years","College","Percent","239","units","0","v99915558","10.2.3","51","B","","","0"
"2021/2022","Alberta","2021A000248","20 to 24 years","University","Percent","239","units","0","v99915559","10.2.4","54","B","","","0"
"2021/2022","Alberta","2021A000248","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915560","10.3.1","53","B","","","0"
"2021/2022","Alberta","2021A000248","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915561","10.3.2","","x","","","0"
"2021/2022","Alberta","2021A000248","25 to 29 years","College","Percent","239","units","0","v99915562","10.3.3","57","B","","","0"
"2021/2022","Alberta","2021A000248","25 to 29 years","University","Percent","239","units","0","v99915563","10.3.4","50","B","","","0"
"2021/2022","British Columbia","2021A000259","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915564","11.1.1","40","A","","","0"
"2021/2022","British Columbia","2021A000259","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915565","11.1.2","36","B","","","0"
"2021/2022","British Columbia","2021A000259","15 to 19 years","College","Percent","239","units","0","v99915566","11.1.3","59","B","","","0"
"2021/2022","British Columbia","2021A000259","15 to 19 years","University","Percent","239","units","0","v99915567","11.1.4","44","B","","","0"
"2021/2022","British Columbia","2021A000259","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915568","11.2.1","55","A","","","0"
"2021/2022","British Columbia","2021A000259","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915569","11.2.2","","x","","","0"
"2021/2022","British Columbia","2021A000259","20 to 24 years","College","Percent","239","units","0","v99915570","11.2.3","63","B","","","0"
"2021/2022","British Columbia","2021A000259","20 to 24 years","University","Percent","239","units","0","v99915571","11.2.4","53","B","","","0"
"2021/2022","British Columbia","2021A000259","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915572","11.3.1","60","B","","","0"
"2021/2022","British Columbia","2021A000259","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915573","11.3.2","","x","","","0"
"2021/2022","British Columbia","2021A000259","25 to 29 years","College","Percent","239","units","0","v99915574","11.3.3","56","B","","","0"
"2021/2022","British Columbia","2021A000259","25 to 29 years","University","Percent","239","units","0","v99915575","11.3.4","61","B","","","0"
"2022/2023","Canada","2021A000011124","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915444","1.1.1","38","A","","","0"
"2022/2023","Canada","2021A000011124","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915445","1.1.2","34","A","","","0"
"2022/2023","Canada","2021A000011124","15 to 19 years","College","Percent","239","units","0","v99915446","1.1.3","58","A","","","0"
"2022/2023","Canada","2021A000011124","15 to 19 years","University","Percent","239","units","0","v99915447","1.1.4","38","A","","","0"
"2022/2023","Canada","2021A000011124","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915448","1.2.1","52","A","","","0"
"2022/2023","Canada","2021A000011124","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915449","1.2.2","40","B","","","0"
"2022/2023","Canada","2021A000011124","20 to 24 years","College","Percent","239","units","0","v99915450","1.2.3","59","A","","","0"
"2022/2023","Canada","2021A000011124","20 to 24 years","University","Percent","239","units","0","v99915451","1.2.4","49","A","","","0"
"2022/2023","Canada","2021A000011124","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915452","1.3.1","57","A","","","0"
"2022/2023","Canada","2021A000011124","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915453","1.3.2","","x","","","0"
"2022/2023","Canada","2021A000011124","25 to 29 years","College","Percent","239","units","0","v99915454","1.3.3","58","A","","","0"
"2022/2023","Canada","2021A000011124","25 to 29 years","University","Percent","239","units","0","v99915455","1.3.4","58","A","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915456","2.1.1","31","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915457","2.1.2","25","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","15 to 19 years","College","Percent","239","units","0","v99915458","2.1.3","45","C","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","15 to 19 years","University","Percent","239","units","0","v99915459","2.1.4","48","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915460","2.2.1","45","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915461","2.2.2","","x","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","20 to 24 years","College","Percent","239","units","0","v99915462","2.2.3","46","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","20 to 24 years","University","Percent","239","units","0","v99915463","2.2.4","46","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915464","2.3.1","58","B","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","25 to 29 years","Elementary/High School","Percent","239","units","0","v99915465","2.3.2","","x","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","25 to 29 years","College","Percent","239","units","0","v99915466","2.3.3","","x","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","25 to 29 years","University","Percent","239","units","0","v99915467","2.3.4","67","B","","","0"
"2022/2023","Prince Edward Island","2021A000211","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915468","3.1.1","31","B","","","0"
"2022/2023","Prince Edward Island","2021A000211","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915469","3.1.2","31","B","","","0"
"2022/2023","Prince Edward Island","2021A000211","15 to 19 years","College","Percent","239","units","0","v99915470","3.1.3","","x","","","0"
"2022/2023","Prince Edward Island","2021A000211","15 to 19 years","University","Percent","239","units","0","v99915471","3.1.4","37","C","","","0"
"2022/2023","Prince Edward Island","2021A000211","20 to 24 years","Total type of institution attended","Percent","239","units","0","v99915472","3.2.1","28","B","","","0"
"2022/2023","Prince Edward Island","2021A000211","20 to 24 years","Elementary/High School","Percent","239","units","0","v99915473","3.2.2","","x","","","0"
"2022/2023","Prince Edward Island","2021A000211","20 to 24 years","College","Percent","239","units","0","v99915474","3.2.3","23","D","","","0"
"2022/2023","Prince Edward Island","2021A000211","20 to 24 years","University","Percent","239","units","0","v99915475","3.2.4","28","C","","","0"
"2022/2023","Prince Edward Island","2021A000211","25 to 29 years","Total type of institution attended","Percent","239","units","0","v99915476","3.3.1","45","C","","","0"
"2022/2023","Prince Edward Island","2021A000211","25 to 29 years","College","Percent","239","units","0","v99915478","3.3.3","","x","","","0"
"2022/2023","Prince Edward Island","2021A000211","25 to 29 years","University","Percent","239","units","0","v99915479","3.3.4","40","D","","","0"
"2022/2023","Nova Scotia","2021A000212","15 to 19 years","Total type of institution attended","Percent","239","units","0","v99915480","4.1.1","39","B","","","0"
"2022/2023","Nova Scotia","2021A000212","15 to 19 years","Elementary/High School","Percent","239","units","0","v99915481","4.1.2","41","B","","","0"
